Source,Target,Type,id,label,timeset,weight
16064464852,26232819127,Directed,186,,,1.0
16064464852,20715534888,Directed,187,,,1.0
16064464852,21775356843,Directed,188,,,1.0
16064464852,7798791011,Directed,189,,,1.0
16064464852,138295436190176,Directed,190,,,1.0
16064464852,8429087001,Directed,191,,,1.0
16064464852,178751935511050,Directed,192,,,1.0
16064464852,104042249632631,Directed,193,,,1.0
16064464852,14536989294,Directed,194,,,1.0
16064464852,14240775214,Directed,195,,,1.0
16064464852,5339244354,Directed,196,,,1.0
16064464852,74393775612,Directed,197,,,1.0
16064464852,6806028948,Directed,198,,,1.0
16064464852,103735188498,Directed,199,,,1.0
16064464852,9891460873,Directed,200,,,1.0
16064464852,58895600239,Directed,201,,,1.0
16064464852,155393513186,Directed,202,,,1.0
16064464852,141043411701,Directed,203,,,1.0
16064464852,5771846193,Directed,204,,,1.0
16064464852,16299922909,Directed,205,,,1.0
16064464852,73516723446,Directed,206,,,1.0
16064464852,10112839107,Directed,207,,,1.0
16064464852,30229052490,Directed,208,,,1.0
16064464852,11319471190,Directed,209,,,1.0
16064464852,21025676893,Directed,210,,,1.0
16064464852,21129932961,Directed,211,,,1.0
16064464852,9496758630,Directed,212,,,1.0
16064464852,45576848396,Directed,213,,,1.0
16064464852,34333557437,Directed,214,,,1.0
16064464852,13666050085,Directed,215,,,1.0
16064464852,123778398536,Directed,216,,,1.0
16064464852,36000786519,Directed,217,,,1.0
16064464852,48713703067,Directed,218,,,1.0
16064464852,69843430225,Directed,219,,,1.0
16064464852,6002796793,Directed,220,,,1.0
16064464852,8681833436,Directed,221,,,1.0
16064464852,5518506343,Directed,222,,,1.0
16064464852,109509585734662,Directed,223,,,1.0
16064464852,108752242482778,Directed,224,,,1.0
16064464852,11539801009,Directed,225,,,1.0
16064464852,264251505598,Directed,226,,,1.0
16064464852,103114673061463,Directed,227,,,1.0
16064464852,7082116388,Directed,228,,,1.0
16064464852,8429990058,Directed,229,,,1.0
16064464852,52895571276,Directed,230,,,1.0
16064464852,79575522757,Directed,231,,,1.0
16064464852,6296252634,Directed,232,,,1.0
16064464852,19929039096,Directed,233,,,1.0
16064464852,6882071113,Directed,234,,,1.0
16064464852,6077149356,Directed,235,,,1.0
16064464852,6757317708,Directed,236,,,1.0
16064464852,15935941524,Directed,237,,,1.0
16064464852,9699984275,Directed,238,,,1.0
16064464852,7063311079,Directed,239,,,1.0
16064464852,217534536018,Directed,240,,,1.0
16064464852,23415556776,Directed,241,,,1.0
16064464852,14252061818,Directed,242,,,1.0
16064464852,13084565132,Directed,243,,,1.0
16064464852,18176150372,Directed,244,,,1.0
16064464852,8650121725,Directed,245,,,1.0
16064464852,8333596474,Directed,246,,,1.0
16064464852,18739903176,Directed,247,,,1.0
16064464852,6776764438,Directed,248,,,1.0
16064464852,5919119090,Directed,249,,,1.0
16064464852,12179710441,Directed,250,,,1.0
16064464852,8829052676,Directed,251,,,1.0
16064464852,19013582168,Directed,252,,,1.0
7891635905,20138929652,Directed,253,,,1.0
7891635905,96067696124,Directed,254,,,1.0
7891635905,630860723662545,Directed,255,,,1.0
7891635905,261521720618251,Directed,256,,,1.0
7891635905,607129802644266,Directed,257,,,1.0
7891635905,11756947925,Directed,258,,,1.0
7891635905,294039750608556,Directed,259,,,1.0
7891635905,508589459182298,Directed,260,,,1.0
7891635905,79290723433,Directed,261,,,1.0
7891635905,161548863886539,Directed,262,,,1.0
7891635905,110529672352,Directed,263,,,1.0
7891635905,47569986972,Directed,264,,,1.0
7891635905,285479221497876,Directed,265,,,1.0
7891635905,67568472436,Directed,266,,,1.0
7891635905,123287957731763,Directed,267,,,1.0
7891635905,908682865829411,Directed,268,,,1.0
7891635905,99604932878,Directed,269,,,1.0
7891635905,162566257231,Directed,270,,,1.0
7891635905,166887826684838,Directed,271,,,1.0
7891635905,207126505984470,Directed,272,,,1.0
7891635905,136610939704348,Directed,273,,,1.0
7891635905,270750226370435,Directed,274,,,1.0
7891635905,112393988797444,Directed,275,,,1.0
7891635905,543917685645748,Directed,276,,,1.0
7891635905,134306659994145,Directed,277,,,1.0
7891635905,118689558151750,Directed,278,,,1.0
7891635905,464889543586241,Directed,279,,,1.0
7891635905,359483784115555,Directed,280,,,1.0
7891635905,24880073324,Directed,281,,,1.0
7891635905,103542455738,Directed,282,,,1.0
7891635905,762108717180670,Directed,283,,,1.0
7891635905,18406615928,Directed,284,,,1.0
7891635905,699660353456278,Directed,285,,,1.0
7891635905,765721980228018,Directed,286,,,1.0
7891635905,109991659089911,Directed,287,,,1.0
7891635905,1555023398093761,Directed,288,,,1.0
7891635905,562396483805615,Directed,289,,,1.0
7891635905,169861595052,Directed,290,,,1.0
7891635905,9122571522,Directed,291,,,1.0
7891635905,119696784754860,Directed,292,,,1.0
7891635905,325801367452068,Directed,293,,,1.0
7891635905,107196795985818,Directed,294,,,1.0
7891635905,646296775456189,Directed,295,,,1.0
7891635905,114072805335396,Directed,296,,,1.0
7891635905,199851036718573,Directed,297,,,1.0
7891635905,8251404924,Directed,298,,,1.0
7891635905,137438429783226,Directed,299,,,1.0
7891635905,414186145308024,Directed,300,,,1.0
7891635905,747567045294830,Directed,301,,,1.0
7891635905,34254940936,Directed,302,,,1.0
7891635905,1490116171213474,Directed,303,,,1.0
7891635905,42967189062,Directed,304,,,1.0
7891635905,54026239071,Directed,305,,,1.0
7891635905,280262235388198,Directed,306,,,1.0
7891635905,182746305096322,Directed,307,,,1.0
7891635905,171293496222851,Directed,308,,,1.0
7891635905,141094315950968,Directed,309,,,1.0
7891635905,156324264416964,Directed,310,,,1.0
7891635905,106500672716748,Directed,311,,,1.0
7891635905,9008741434,Directed,312,,,1.0
7891635905,51784937684,Directed,313,,,1.0
7891635905,173346049384053,Directed,314,,,1.0
7891635905,1540155069601696,Directed,315,,,1.0
7891635905,261944703988200,Directed,316,,,1.0
7891635905,99278239232,Directed,317,,,1.0
7891635905,37067004040,Directed,318,,,1.0
7891635905,182862765088724,Directed,319,,,1.0
7891635905,258956517824077,Directed,320,,,1.0
7891635905,222581597774234,Directed,321,,,1.0
7891635905,521851887909871,Directed,322,,,1.0
7891635905,5162567788,Directed,323,,,1.0
7891635905,1885776658314057,Directed,324,,,1.0
7891635905,198933856805679,Directed,325,,,1.0
7891635905,1568594550089023,Directed,326,,,1.0
7891635905,44055499074,Directed,327,,,1.0
7891635905,33881673563,Directed,328,,,1.0
7891635905,253431031498642,Directed,329,,,1.0
7891635905,19342919816,Directed,330,,,1.0
7891635905,6871006677,Directed,331,,,1.0
7891635905,263834320294296,Directed,332,,,1.0
7891635905,386050065267,Directed,333,,,1.0
7891635905,135027136641,Directed,334,,,1.0
7891635905,1144991158851043,Directed,335,,,1.0
7891635905,7659317484,Directed,336,,,1.0
7891635905,517705144952645,Directed,337,,,1.0
7891635905,235767019893895,Directed,338,,,1.0
7891635905,560083667453636,Directed,339,,,1.0
7891635905,82787822786,Directed,340,,,1.0
7891635905,86871834056,Directed,341,,,1.0
7891635905,66522747391,Directed,342,,,1.0
7891635905,244086477966,Directed,343,,,1.0
7891635905,20076240072,Directed,344,,,1.0
7891635905,384046171642776,Directed,345,,,1.0
7891635905,1412892719035894,Directed,346,,,1.0
7891635905,108402102661908,Directed,347,,,1.0
7891635905,108467649176961,Directed,348,,,1.0
7891635905,6568083986,Directed,349,,,1.0
7891635905,72121791447,Directed,350,,,1.0
7891635905,1514968158714890,Directed,351,,,1.0
7891635905,251539554450,Directed,352,,,1.0
7891635905,251862548189341,Directed,353,,,1.0
7891635905,1206542139362716,Directed,354,,,1.0
7891635905,7153742831,Directed,355,,,1.0
7891635905,105165256195243,Directed,356,,,1.0
7891635905,115354521972335,Directed,357,,,1.0
7891635905,9140622306,Directed,358,,,1.0
7891635905,6926078889,Directed,359,,,1.0
7891635905,327658856522,Directed,360,,,1.0
7891635905,110846642272459,Directed,361,,,1.0
7891635905,149635358419912,Directed,362,,,1.0
7891635905,107853889233320,Directed,363,,,1.0
7891635905,94846990118,Directed,364,,,1.0
7891635905,39753321569,Directed,365,,,1.0
7891635905,561624080536977,Directed,366,,,1.0
7891635905,62514764357,Directed,367,,,1.0
7891635905,75085437839,Directed,368,,,1.0
7891635905,187096837854,Directed,369,,,1.0
7891635905,158828900457,Directed,370,,,1.0
7891635905,137254603108729,Directed,371,,,1.0
7891635905,120955774591744,Directed,372,,,1.0
7891635905,415363755183953,Directed,373,,,1.0
7891635905,164709563614716,Directed,374,,,1.0
7891635905,61323505448,Directed,375,,,1.0
7891635905,105530756204580,Directed,376,,,1.0
7891635905,1527022910877691,Directed,377,,,1.0
7891635905,6481953325,Directed,378,,,1.0
7891635905,154808995020,Directed,379,,,1.0
7891635905,173021849401186,Directed,380,,,1.0
7891635905,77565707537,Directed,381,,,1.0
7891635905,100512926776507,Directed,382,,,1.0
7891635905,126316214153938,Directed,383,,,1.0
7891635905,496482003766103,Directed,384,,,1.0
7891635905,8750729286,Directed,385,,,1.0
7891635905,119124504815500,Directed,386,,,1.0
7891635905,116835828348434,Directed,387,,,1.0
7891635905,251316854942854,Directed,388,,,1.0
7891635905,151071368419306,Directed,389,,,1.0
7891635905,63045167844,Directed,390,,,1.0
7891635905,33482146480,Directed,391,,,1.0
7891635905,185902445436,Directed,392,,,1.0
7891635905,174926406039268,Directed,393,,,1.0
7891635905,201074333323989,Directed,394,,,1.0
7891635905,182143715244,Directed,395,,,1.0
7891635905,644149102307580,Directed,396,,,1.0
7891635905,400040233475369,Directed,397,,,1.0
7891635905,156319604465021,Directed,398,,,1.0
7891635905,389798164375130,Directed,399,,,1.0
7891635905,290148686814,Directed,400,,,1.0
7891635905,104375402975258,Directed,401,,,1.0
7891635905,138649808936,Directed,402,,,1.0
7891635905,391261387567660,Directed,403,,,1.0
7891635905,140900989256246,Directed,404,,,1.0
7891635905,659160754106578,Directed,405,,,1.0
7891635905,481623351854553,Directed,406,,,1.0
7891635905,162344357262165,Directed,407,,,1.0
7891635905,404441479587544,Directed,408,,,1.0
7891635905,13454372268,Directed,409,,,1.0
7891635905,21895626989,Directed,410,,,1.0
7891635905,108431565874677,Directed,411,,,1.0
7891635905,64075251007,Directed,412,,,1.0
7891635905,535137019835232,Directed,413,,,1.0
7891635905,572950709432962,Directed,414,,,1.0
7891635905,176956152346982,Directed,415,,,1.0
7891635905,619345854817169,Directed,416,,,1.0
7891635905,332682720239206,Directed,417,,,1.0
7891635905,72239578116,Directed,418,,,1.0
7891635905,403740349667019,Directed,419,,,1.0
7891635905,322175197038,Directed,420,,,1.0
7891635905,113029855377925,Directed,421,,,1.0
7891635905,8528368621,Directed,422,,,1.0
7891635905,99715978468,Directed,423,,,1.0
7891635905,105378022828930,Directed,424,,,1.0
7891635905,168934337999,Directed,425,,,1.0
7891635905,125446894222508,Directed,426,,,1.0
7891635905,807413929297272,Directed,427,,,1.0
7891635905,343484268996732,Directed,428,,,1.0
7891635905,568651806513948,Directed,429,,,1.0
7891635905,547765098605148,Directed,430,,,1.0
7891635905,430809703630590,Directed,431,,,1.0
7891635905,142848965758855,Directed,432,,,1.0
7891635905,168329496513295,Directed,433,,,1.0
7891635905,79086556106,Directed,434,,,1.0
7891635905,134265619968361,Directed,435,,,1.0
7891635905,123308047734027,Directed,436,,,1.0
7891635905,118962754796551,Directed,437,,,1.0
7891635905,343222285747179,Directed,438,,,1.0
7891635905,165173797505,Directed,439,,,1.0
7891635905,474616652619094,Directed,440,,,1.0
7891635905,332879453508873,Directed,441,,,1.0
7891635905,109139415774673,Directed,442,,,1.0
7891635905,121621508750,Directed,443,,,1.0
7891635905,57987994179,Directed,444,,,1.0
7891635905,325679410789950,Directed,445,,,1.0
7891635905,134785791776,Directed,446,,,1.0
7891635905,179753755629,Directed,447,,,1.0
7891635905,124864667534247,Directed,448,,,1.0
7891635905,113401413659,Directed,449,,,1.0
7891635905,15596939220,Directed,450,,,1.0
7891635905,323728161112478,Directed,451,,,1.0
7891635905,115385878188,Directed,452,,,1.0
7891635905,349686471771236,Directed,453,,,1.0
7891635905,434190826646118,Directed,454,,,1.0
7891635905,125991940754881,Directed,455,,,1.0
7891635905,26725236508,Directed,456,,,1.0
7891635905,15367832562,Directed,457,,,1.0
7891635905,152689148129755,Directed,458,,,1.0
7891635905,26672662859,Directed,459,,,1.0
7891635905,132452290108257,Directed,460,,,1.0
7891635905,390449334348663,Directed,461,,,1.0
7891635905,115322593419,Directed,462,,,1.0
7891635905,296653366151,Directed,463,,,1.0
7891635905,60933375078,Directed,464,,,1.0
7891635905,202230229851379,Directed,465,,,1.0
7891635905,270392523044653,Directed,466,,,1.0
7891635905,535379943208357,Directed,467,,,1.0
7891635905,167583419950374,Directed,468,,,1.0
7891635905,76642465340,Directed,469,,,1.0
7891635905,117954334892194,Directed,470,,,1.0
7891635905,123688040988781,Directed,471,,,1.0
7891635905,6232872074,Directed,472,,,1.0
7891635905,8065620956,Directed,473,,,1.0
7891635905,166057213313,Directed,474,,,1.0
7891635905,110074840519,Directed,475,,,1.0
7891635905,301768729858252,Directed,476,,,1.0
7891635905,503527879765927,Directed,477,,,1.0
7891635905,292246147616224,Directed,478,,,1.0
7891635905,56204392064,Directed,479,,,1.0
7891635905,428904283808020,Directed,480,,,1.0
7891635905,8871710020,Directed,481,,,1.0
7891635905,441005739296468,Directed,482,,,1.0
7891635905,7219382370,Directed,483,,,1.0
7891635905,220581991392476,Directed,484,,,1.0
7891635905,347719218678782,Directed,485,,,1.0
7891635905,86152828691,Directed,486,,,1.0
7891635905,36885192168,Directed,487,,,1.0
7891635905,439317472767893,Directed,488,,,1.0
7891635905,38419592269,Directed,489,,,1.0
7891635905,11646162187,Directed,490,,,1.0
7891635905,130030063440,Directed,491,,,1.0
7891635905,665814993476244,Directed,492,,,1.0
7891635905,215644225119164,Directed,493,,,1.0
7891635905,375176635834454,Directed,494,,,1.0
7891635905,12685516619,Directed,495,,,1.0
7891635905,19328848728,Directed,496,,,1.0
7891635905,126105955151,Directed,497,,,1.0
7891635905,188757841153703,Directed,498,,,1.0
7891635905,256045297820,Directed,499,,,1.0
7891635905,13458425988,Directed,500,,,1.0
7891635905,26260583856,Directed,501,,,1.0
7891635905,98049191147,Directed,502,,,1.0
7891635905,8863423413,Directed,503,,,1.0
7891635905,254963531302248,Directed,504,,,1.0
7891635905,418254364896626,Directed,505,,,1.0
7891635905,6985532230,Directed,506,,,1.0
7891635905,8484102709,Directed,507,,,1.0
7891635905,7805489173,Directed,508,,,1.0
7891635905,298021908499,Directed,509,,,1.0
7891635905,12179710441,Directed,510,,,1.0
7891635905,12019910389,Directed,511,,,1.0
7891635905,167555553297787,Directed,512,,,1.0
7891635905,193845343984168,Directed,513,,,1.0
7891635905,340648012694538,Directed,514,,,1.0
7891635905,183773601688563,Directed,515,,,1.0
7891635905,11941754300,Directed,516,,,1.0
7891635905,6821255451,Directed,517,,,1.0
7891635905,1434972313436020,Directed,518,,,1.0
7891635905,116206108413908,Directed,519,,,1.0
7891635905,36590889165,Directed,520,,,1.0
7891635905,241273033091,Directed,521,,,1.0
7891635905,35370633792,Directed,522,,,1.0
7891635905,9980651805,Directed,523,,,1.0
7891635905,57084011597,Directed,524,,,1.0
7891635905,112999562063639,Directed,525,,,1.0
7891635905,354516900621,Directed,526,,,1.0
7891635905,324888294295293,Directed,527,,,1.0
7891635905,405188319549255,Directed,528,,,1.0
7891635905,131559846878989,Directed,529,,,1.0
7891635905,420133344731594,Directed,530,,,1.0
7891635905,366893790022487,Directed,531,,,1.0
7891635905,97161359265,Directed,532,,,1.0
7891635905,104876086222124,Directed,533,,,1.0
7891635905,119645754715082,Directed,534,,,1.0
7891635905,298336290292458,Directed,535,,,1.0
7891635905,128040683890804,Directed,536,,,1.0
7891635905,245586542242848,Directed,537,,,1.0
7891635905,230972616923253,Directed,538,,,1.0
7891635905,102846206435991,Directed,539,,,1.0
7891635905,243558529083568,Directed,540,,,1.0
7891635905,103314901638,Directed,541,,,1.0
7891635905,232430683435224,Directed,542,,,1.0
7891635905,40078814890,Directed,543,,,1.0
7891635905,682671958418776,Directed,544,,,1.0
7891635905,204979804004,Directed,545,,,1.0
7891635905,194835877216136,Directed,546,,,1.0
7891635905,315276085187787,Directed,547,,,1.0
7891635905,69967884741,Directed,548,,,1.0
7891635905,152244168212417,Directed,549,,,1.0
7891635905,11272286058,Directed,550,,,1.0
7891635905,406239462776707,Directed,551,,,1.0
7891635905,436190709724417,Directed,552,,,1.0
7891635905,212559749738,Directed,553,,,1.0
7891635905,191427634201036,Directed,554,,,1.0
7891635905,47534185920,Directed,555,,,1.0
7891635905,366557311865,Directed,556,,,1.0
7891635905,10053453590,Directed,557,,,1.0
7891635905,24191165182,Directed,558,,,1.0
7891635905,117289864962976,Directed,559,,,1.0
7891635905,270068229779025,Directed,560,,,1.0
7891635905,279375632076168,Directed,561,,,1.0
7891635905,51612474577,Directed,562,,,1.0
7891635905,184981290268,Directed,563,,,1.0
7891635905,454463311258020,Directed,564,,,1.0
7891635905,43673637921,Directed,565,,,1.0
7891635905,98787681145,Directed,566,,,1.0
7891635905,12984017618,Directed,567,,,1.0
7891635905,313764169132,Directed,568,,,1.0
7891635905,262102492125,Directed,569,,,1.0
7891635905,226403060706801,Directed,570,,,1.0
7891635905,151140101614676,Directed,571,,,1.0
7891635905,12198369471,Directed,572,,,1.0
7891635905,496436785620,Directed,573,,,1.0
7891635905,112044832224062,Directed,574,,,1.0
7891635905,187909150343,Directed,575,,,1.0
7891635905,355507471186888,Directed,576,,,1.0
7891635905,181642381882640,Directed,577,,,1.0
7891635905,156873374377231,Directed,578,,,1.0
7891635905,64344580964,Directed,579,,,1.0
7891635905,237731422921817,Directed,580,,,1.0
7891635905,95711459797,Directed,581,,,1.0
7891635905,188345707867938,Directed,582,,,1.0
7891635905,107537145881,Directed,583,,,1.0
7891635905,395956287126301,Directed,584,,,1.0
7891635905,217302209174,Directed,585,,,1.0
7891635905,274368109246195,Directed,586,,,1.0
7891635905,7791476169,Directed,587,,,1.0
7891635905,414820971884598,Directed,588,,,1.0
7891635905,172034457953,Directed,589,,,1.0
7891635905,10055031441,Directed,590,,,1.0
7891635905,169655923048543,Directed,591,,,1.0
7891635905,18340714845,Directed,592,,,1.0
7891635905,182011795216259,Directed,593,,,1.0
7891635905,466744043373670,Directed,594,,,1.0
7891635905,313595788739120,Directed,595,,,1.0
7891635905,10982025185,Directed,596,,,1.0
7891635905,169503872630,Directed,597,,,1.0
7891635905,8650121725,Directed,598,,,1.0
7891635905,81741167807,Directed,599,,,1.0
7891635905,7843752732,Directed,600,,,1.0
7891635905,6265405837,Directed,601,,,1.0
7891635905,14072405524,Directed,602,,,1.0
7891635905,116463258445747,Directed,603,,,1.0
7891635905,153995687964696,Directed,604,,,1.0
7891635905,5748157947,Directed,605,,,1.0
7891635905,44037224698,Directed,606,,,1.0
7891635905,80749331970,Directed,607,,,1.0
7891635905,7634692510,Directed,608,,,1.0
7891635905,334533196573280,Directed,609,,,1.0
7891635905,10945574855,Directed,610,,,1.0
7891635905,24063159304,Directed,611,,,1.0
7891635905,7903942215,Directed,612,,,1.0
7891635905,21973336264,Directed,613,,,1.0
7891635905,52320298698,Directed,614,,,1.0
7891635905,243267652125,Directed,615,,,1.0
7891635905,171417803492,Directed,616,,,1.0
